34.33426666,35.322
23.7385807,23.815
9.91448307,9.8407
12.75887775,12.785
20.64156532,20.856
34.53563309,35.696
22.98677635,23.078
24.55566025,24.43
12.70785522,12.83
20.44514847,22.633
25.84893227,27.17
26.21509171,28.715
10.01086998,10.074
15.06374645,15.256
36.97737503,37.867
12.13085365,12.874
36.02415466,36.081
12.31077385,12.874
15.10087299,15.115
34.54006195,35.696
6.182406425,6.4519
10.45405102,10.148
36.57759094,37.019
16.60295486,17.089
9.337657928,8.8963
37.8795166,38.2
20.83329964,22.022
36.3404274,37.019
19.5489769,19.793
23.64247131,24.048
7.851403236,8.8963
23.01632881,23.841
25.10600662,24.73
8.424728394,8.6037
35.31632996,36.144
13.21966553,13.489
8.799688339,8.8963
13.53775978,12.685
22.97278023,23.093
23.54216957,23.633
24.25701141,24.633
14.94389439,16.052
10.49275398,9.7593
24.66642189,25.333
13.1768713,13.696
23.79753304,23.63
14.4045496,14.83
22.96161842,23.841
12.66578007,13.393
22.6681385,23.541
34.5694313,35.563
12.98903179,13.393
15.53742313,15.089
23.66288185,24.237
10.95327663,11.267
10.57500076,10.437
14.7196312,15.207
24.8862381,24.43
11.34129906,11.267
24.12260818,24.43
23.83833122,24.633
12.58492565,12.848
11.11200047,11.03
34.34366226,35.322
15.51250839,16.085
35.76503754,36.144
14.97271633,15.133
11.76025105,11.648
13.35036087,13.389
38.23668671,38.315
35.92303467,36.144
11.97601318,12.052
15.17435169,15.256
34.99113083,35.696
22.6256237,23.63
11.31938076,11.263
23.04918289,23.078
34.54310226,35.23
14.16471863,14.885
9.047270775,8.6037
36.3282814,35.993
23.07710838,23.719
10.33863926,10.474
36.41691208,35.993
35.21619034,35.778
19.2800293,19.793
12.78438759,13.389
23.59914017,24.007
8.189669609,8.6037
38.84589005,39.167
38.95621872,39.537
35.62763977,36.485
37.51451111,37.711
23.66052055,23.63
15.56660652,15.5
15.32165813,14.904
38.86109543,39.167
22.60883522,23.541
11.8409605,11.733
10.17906284,10.074
35.07279587,35.322
35.91933823,35.822
23.13043785,23.841
10.16936111,10.263
24.07518196,24.589
15.41867733,15.133
38.66413879,39.067
11.32872486,11.263
22.84521103,23.63
24.14422035,24.53
14.91338444,15.115
10.81097031,11.315
24.32740784,24.589
35.73131943,35.822
12.91665173,13.489
23.8519001,24.237
14.7551899,15.204
14.75287151,14.704
36.7310257,37.019
10.48399162,10.889
14.83196735,16.052
12.989151,13.489
33.9222641,35.778
11.59828377,11.556
23.37502861,24.007
11.34829044,8.4815
14.81083393,14.704
22.92630768,23.633
38.9109993,39.537
10.34526348,10.148
34.4970665,35.322
39.30717087,39.537
34.56925201,35.563
15.12190819,15.115
9.998542786,9.8407
24.72983551,25.333
11.65542698,11.556
13.72496033,14.13
23.76884651,23.633
24.30238152,24.589
26.54285622,28.715
14.22326946,14.196
11.66638565,11.544
24.10444641,23.841
24.7074337,25.241
39.15988159,39.537
22.69345665,23.541
13.37208843,13.389
23.63574791,23.822
15.19044018,15.115
34.46602631,35.363
15.38432598,15.256
24.9492054,25.678
24.227108,24.589
24.25511169,24.53
13.47104645,13.696
35.18936157,35.778
9.308739662,9.4037
24.70920372,25.678
14.72972012,16.552
6.382033348,6.637
15.99978447,16.552
14.09754086,14.244
15.02991104,14.504
37.34139633,37.867
23.3303051,24.007
26.30327034,28.715
12.72006226,12.848
22.95992279,23.719
24.32514954,25.333
17.0899868,18
35.85201645,36.485
34.09939575,35.363
23.72172928,24.237
16.65059471,17.089
24.17368317,23.985
12.32306576,12.2
14.38901329,14.733
12.65441036,12.785
22.75538063,22.633
14.80998516,16.052
23.20887947,24.048
23.57046318,23.815
24.66056061,25.333
22.6542244,22.415
23.09747314,23.63
34.38564301,35.23
14.87502193,15.115
10.00986958,10.056
14.95419693,15.207
14.04056454,14.196
12.07687187,11.733
14.93476486,15.204
15.24037552,15.196
13.67080498,13.393
36.29555511,35.993
13.99682426,14.252
38.95170593,39.537
14.52069187,14.704
15.34952259,15.541
12.87290955,13.393
24.51978302,24.6
10.19199181,9.8407
12.12565804,12.122
10.54411793,10.889
11.5432682,11.556
37.94366455,38.315
30.65335083,32.448
12.124053,12.122
12.78754711,12.83
35.7639122,35.696
13.23072529,13.081
24.77845192,25.241
36.97597122,37.867
37.22485352,37.711
10.45726204,10.148
24.97363091,24.73
12.35888481,12.363
23.64140701,23.841
24.13117599,24.589
15.133358,15.541
11.30681992,11.074
23.60608101,23.815
11.20832062,11.03
37.83623886,38.181
15.07887363,15.256
15.50550365,15.089
10.03160095,10.074
15.26968193,16.085
11.8649826,11.733
14.5931282,14.574
23.64014626,24.007
14.71524334,14.504
37.65533447,37.867
9.110701561,9.4037
15.4912796,16.085
18.498703,20.856
38.335289,39.067
34.63987732,35.23
25.10938644,24.73
14.75263596,14.704
17.43317223,19.793
29.73134804,30.685
11.29299068,11.03
38.45055008,39.067
22.78094864,23.093
36.77296448,37.019
24.4889698,24.633
14.54926968,14.704
11.20816612,11.074
38.43171692,39.067
14.6304512,14.733
10.98317146,11.03
14.08103561,14.13
11.7259264,11.915
10.53770351,10.474
24.36774826,24.237
14.7623291,16.052
29.472929,30.685
23.94186592,23.985
11.28525066,11.493
23.05319977,23.093
10.3433218,10.148
24.1126976,25.437
18.3373642,19.33
9.976233482,10.27
10.00717735,9.8407
10.01495361,10.263
24.57514763,24.544
10.75393581,10.889
10.73704815,11.315
39.08017731,39.067
14.89455223,14.83
14.69723892,16.052
22.97403526,23.093
32.55428314,32.448
34.84341812,35.563
37.71483231,37.711
36.52597046,37.019
24.69403076,24.6
33.00563049,34.444
12.92795944,13.226
6.207777977,6.637
9.996019363,10.263
12.72473145,12.83
26.5308857,28.715
12.03785801,11.867
8.663860321,8.8963
35.75893021,35.822
23.38046074,24.73
18.8673439,19.33
26.1544342,28.715
24.27241707,24.43
22.64878082,22.415
37.84939957,37.63
23.91305351,24.53
37.29598618,37.63
11.38325024,11.263
24.97993279,25.437
14.61322403,14.848
14.44287777,14.704
34.93445587,35.363
13.63094997,13.696
12.90726948,13.489
37.55691528,37.711
